#
# Sprite sheet data for MonoGame.
#
# To learn how to import these sprites into your MonoGame project visit:
# http://www.codeandweb.com/texturepacker/monogame
#
# Sprite sheet: ryo.png (1904 x 2480)
# $TexturePacker:SmartUpdate:9649181679414d625359f6157cfe99f1:e9f9a3965c6d1dfe63aeea4440b6e1d4:6682f2fa6306d56e30a63ea11fbb9d2f$
#

Attack1/IMG00000;0;1062;1818;88;106;88;106;0.5;0.5
Attack1/IMG00001;1;1150;1920;106;88;88;106;0.5;0.5
Attack1/IMG00002;1;952;1989;106;88;88;106;0.5;0.5
Attack1/IMG00003;1;1535;1776;106;88;88;106;0.5;0.5
Attack1/IMG00004;1;1535;1864;106;88;88;106;0.5;0.5
Attack2/Frame00;0;1840;357;64;105;88;106;0.6875;0.49523809523809526
Attack2/Frame01;1;1360;2170;105;65;88;106;0.6461538461538462;0.49523809523809526
Attack2/Frame02;1;1219;2389;103;85;88;106;0.4823529411764706;0.4854368932038835
Attack2/Frame03;0;1817;2093;87;103;88;106;0.4942528735632184;0.4854368932038835
Attack2/Frame04;0;1820;1926;84;103;88;106;0.4880952380952381;0.4854368932038835
Attack2/Frame05;1;1361;1972;106;70;88;106;0.6285714285714286;0.5
Attack2/Frame06;0;1469;1668;66;106;88;106;0.6666666666666666;0.5
Attack3/Frame00;0;1467;1880;66;104;79;104;0.5984848484848485;0.5
Attack3/Frame01;1;1117;2324;103;64;79;104;0.6015625;0.49514563106796117
Attack3/Frame02;0;1190;681;75;103;79;104;0.47333333333333333;0.49514563106796117
Attack3/Frame03;0;1638;2173;70;103;79;104;0.5357142857142857;0.49514563106796117
Attack3/Frame04;0;1638;2070;71;103;79;104;0.528169014084507;0.49514563106796117
Attack3/Frame05;0;1634;2276;63;103;79;104;0.5634920634920635;0.49514563106796117
Attack3/Frame06;1;1530;2224;104;63;79;104;0.5634920634920635;0.5
Attack4/Frame0;0;1186;784;76;106;108;107;0.6710526315789473;0.49528301886792453
Attack4/Frame1;1;1257;1843;104;85;108;107;0.6;0.4855769230769231
Attack4/Frame2;1;1256;1928;105;96;108;107;0.5625;0.49047619047619045
Attack4/Frame3;1;1150;2008;106;82;108;107;0.5121951219512195;0.5047169811320755
Attack4/Frame4;0;1470;1461;67;106;108;107;0.6119402985074627;0.5047169811320755
Attack4/Frame5;1;1220;2299;103;85;108;107;0.5294117647058824;0.48058252427184467
Attack4/Frame6;0;1380;2379;94;101;108;107;0.425531914893617;0.47029702970297027
Attack4/Frame7;0;1058;2126;92;100;108;107;0.44565217391304346;0.465
Attack4/Frame8;0;1059;1924;91;99;108;107;0.46153846153846156;0.4595959595959596
Attack4/Frame9;0;1058;2226;91;98;108;107;0.46153846153846156;0.45408163265306123
Attack4/Frame10;1;1256;2024;105;71;108;107;0.39436619718309857;0.49047619047619045
Attack4/Frame11;1;1709;2116;105;59;108;107;0.7457627118644068;0.49047619047619045
Fall1/Frame00;1;1067;1651;83;60;62;123;0.48333333333333334;0.7048192771084337
Fall1/Frame01;0;1045;2389;60;88;62;123;0.48333333333333334;0.6761363636363636
Fall1/Frame02;0;1842;1529;62;118;62;123;0.5;0.5211864406779662
Fall1/Frame03;1;1719;1529;123;62;62;123;0.5;0.5
Fireball1/Frame01;1;1265;440;273;204;238;324;0.4411764705882353;0.5421245421245421
Fireball1/Frame02;1;1262;958;219;201;238;324;0.43283582089552236;0.5114155251141552
Fireball1/Frame03;0;1538;1204;207;205;238;324;0.4492753623188406;0.5024390243902439
Fireball1/Frame04;1;1158;1244;205;203;238;324;0.4433497536945813;0.4926829268292683
Fireball1/Frame05;1;1538;996;214;208;238;324;0.4326923076923077;0.48130841121495327
Fireball1/Frame06;1;952;1343;198;195;238;324;0.40512820512820513;0.5454545454545454
Fireball1/Frame07;1;952;1141;206;202;238;324;0.4207920792079208;0.5485436893203883
Fireball1/Frame08;1;1538;549;258;215;238;324;0.4604651162790698;0.5038759689922481
Fireball1/Frame09;1;1265;233;297;207;238;324;0.4444444444444444;0.5084175084175084
FireballTest1/Frame00;1;952;0;321;231;238;324;0.4935064935064935;0.4953271028037383
FireballTest1/Frame01;1;952;231;313;228;238;324;0.4868421052631579;0.48562300319488816
FireballTest1/Frame02;0;952;912;233;229;238;324;0.4978540772532189;0.5065502183406113
FireballTest1/Frame03;0;952;692;234;220;238;324;0.5085470085470085;0.4954545454545455
FireballTest1/Frame04;0;1265;726;233;232;238;324;0.4892703862660944;0.47844827586206895
